inland	ˈɪnlənd	ˈɪnlənd
north-east	ˌnɔːrθˈiːst	ˌnɔːrθˈiːst
large	ˈlɑːrdʒ	lɑːdʒ
deep	diːp	diːp
wide	waɪd	waɪd
everywhere	ˈevriːwə(r)	ˈevriːwɜː(r)
ground	ɡraʊnd	ɡraʊnd
form	fɔːrm	fɔːm
cloud	klaʊd	klaʊd
ice	aɪs	aɪs
drop	drɑːp	drɒp
full	fʊl	fʊl
useful	ˈjuːsfɪl	ˈjuːsfɪl
wash	wɑːʃ	wɒʃ
outside	aʊtˈsaɪd	aʊtˈsaɪd
cycle	ˈsaɪkl	ˈsaɪkl
quick	kwɪk	kwɪk
shower	ˈʃaʊə(r)	ˈʃaʊə(r)
off	əˈf	ɒf
tap	tæp	tæp
while	waɪl	waɪl
brush	brʌʃ	brʌʃ
tooth	tuːθ	tuːθ
teeth	tiːθ	tiːθ
reuse	ˌriːjuːz	ˌriːjuːz
matter	ˈmætə(r)	ˈmætə(r)
fact	fækt	fækt
valuable	ˈvæljʊəbl	ˈvæljʊəbl
enough	ɪˈnʌf	ɪˈnʌf
once	wʌns	wʌns
must	mʌst	mʌst
collect	kəˈlekt	kəˈlekt
dig	dɪɡ	dɪɡ
worry	ˈwɜːri	ˈwʌri
story	ˈstɔːri	ˈstɔːri
cover	ˈkʌvə(r)	ˈkʌvə(r)
coastline	ˈkəʊstlaɪn	ˈkəʊstlaɪn
than	ðən	ðæn
thousand	ˈtaʊənd	ˈtaʊənd
eighty	ˈeɪti	ˈeɪti
sixty	ˈsɪksti	ˈsɪksti
billion	ˈbɪljən	ˈbɪljən
per cent	pəˈsent	pəˈsent
percent	pəˈsent	pəˈsent
land	lænd	lænd
knock	nɑːk	nɒk
door	dɔː(r)	dɔː(r)
oh	əʊ	əʊ
step	step	step
litter	ˈlɪtə(r)	ˈlɪtə(r)
suggestion	səˈdʒestʃən	səˈdʒestʃən
search	sɜːrtʃ	sɜːtʃ
information	ˌɪnfəˈrmeɪʃn	ˌɪnfəˈmeɪʃn
introduce	ˌɪntrəˈdjuːs	ˌɪntrəˈdjuːs
machine	məˈʃiːn	məˈʃiːn
dirty	ˈdɪʃtrɪ	ˈdɪʃtiː
bath	bæθ	bɑːθ
throw	θrəʊ	θrəʊ
away	əˈweɪ	əˈweɪ
still	stɪl	stɪl
provide	prəˈvaɪd	prəˈvaɪd
protect	prəˈtekt	prəˈtekt
soil	sɔɪl	sɔɪl
human	ˈhjuːmən	ˈhjuːmən
body	ˈbɑːdi	ˈbɒdi
plastic	ˈplæstɪk	ˈplæstɪk
rubbish	ˈrʌbɪʃ	ˈrʌbɪʃ
bin	bɪn	bɪn
shock	ʃɒk	ʃɒk
later	ˈlætə(r)	ˈlætə(r)
develop	dɪˈveləp	dɪˈveləp
habit	ˈhæbɪt	ˈhæbɪt
count	kaʊnt	kaʊnt
daily	ˈdeɪli	ˈdeɪli
bank	bæŋk	bæŋk
gym	dʒɪm	dʒɪm
gymnasium	dʒɪmˈneɪʒn	dʒɪmˈneɪʒn
hotel	həʊˈtel	həʊˈtel
theatre	ˈθeɪtə(r)	ˈθeɪtə(r)
museum	mjuːˈziːəm	mjuːˈziːəm
road	rəʊd	rəʊd
bridge	brɪdʒ	brɪdʒ
across	əˈkrɒs	əˈkrɒs
corner	ˈkɔːnər	ˈkɔːnə(r)
excuse	ɪkˈskjuːz	ɪkˈskjuːz
cinema	ˈsɪnəmə	ˈsɪnəmə
madam	ˈmædəm	ˈmædəm
could	kʊd	kʊd
policeman	pəˈliːsmən	pəˈliːsmən
policemen	pəˈliːsmən	pəˈliːsmən
line	laɪn	laɪn
station	ˈsteɪʃn	ˈsteɪʃn
change	tʃeɪndʒ	tʃeɪndʒ
minute	ˈmɪnɪt	ˈmɪnɪt
along	əˈlɒŋ	əˈlɒŋ
until	ʌnˈtɪl	ʌnˈtɪl
crossing	ˈkrɒsɪŋ	ˈkrɒsɪŋ
left	left	left
gift	gift	gift
build	bild	bild
speed	spid	spid
sign	sain	sain
stand	stænd	stænd
dark	dɑːrk	dɑːk
row	rəʊ	rəʊ
island	ˈɪlənd	ˈɪlənd
front	frʌnt	frʌnt
safe	seɪf	seɪf
myself	maɪˈself	maɪˈself
evening	ˈevɪŋ	ˈevɪŋ
sad	sæd	sæd
back	bæk	bæk
tent	tent	tent
camp	kæmp	kæmp
unforgettable	ˌʌnˈfɑːrˈɡetəbl	ˌʌnˈfɔːtəbl
trip	trɪp	trɪp
hold	həʊld	həʊld
follow	ˈfɑːləʊ	ˈfɒləʊ
return	rɪˈtɜːrn	rɪˈtɜːn
hug	hʌɡ	hʌɡ
clear	klɪər	klɪə(r)
safety	ˈseɪfti	ˈseɪfti
problem	ˈprɑːbləm	ˈprɒbləm
solve	sɑːlv	sɒlv
behind	bɪˈhaɪnd	bɪˈhaɪnd
post	pəʊst	pəʊst
office	ˈɒfɪs	ˈɒfɪs
village	ˈvɪlɪdʒ	ˈvɪlɪdʒ
beside	bɪˈsaɪd	bɪˈsaɪd
neighbour	ˈneɪbə(r)	ˈneɪbə(r)
happen	ˈhæpən	ˈhæpən
community	kəˈmjuːnəti	kəˈmjuːnəti
add	æd	æd
cry	kraɪ	kraɪ
care	kɛr	keə(r)
suddenly	ˈsʌdəntli	ˈsʌdəntli
shake	ʃeɪk	ʃeɪk
sit	sɪt	sɪt
arrive	əˈraɪv	əˈraɪv
sleep	sliːp	sliːp
soon	suːn	suːn
hear	hɪr	hɪə(r)
kiss	kɪs	kɪs
easy	ˈiːzi	ˈiːzi
centre	ˈsentrə(r)	ˈsentrə(r)
service	ˈsɜːrɪvɪs	ˈsɜːvɪs
pet	pet	pet
Italian	ɪtəˈliːən	ɪtəˈliːən
police	pəˈliːs	pəˈliːs
famous	ˈfeɪməs	ˈfeɪməs
exciting	ɪkˈsaɪtɪŋ	ɪkˈsaɪtɪŋ
tired	ˈtaɪərd	ˈtaɪəd
yours	jɔːrɪ	jɔːr
turning	ˈtɜːrnɪŋ	ˈtɜːnɪŋ
straight	streɪt	streɪt
lend	lend	lend
medical	ˈmedɪkl	ˈmedɪkl
heavily	ˈhevi	ˈhevi
volunteer	ˌvɑːlənˈtɜːr	ˌvɒlˈtɜːnɪtə(r)
yesterday	ˈjestərdə	ˈjestədeɪ
tennis	ˈtenɪs	ˈtenɪs
match	mætʃ	mætʃ
dad	dæd	dæd
exam	ɪɡˈzæm	ɪɡˈzæm
examination	ɪɡˌzæmˈneɪʃən	ɪɡˌzæmˈneɪʃən
repair	rɪˈpɛr	rɪˈpɛə(r)
voluntary	ˈvɑːləntri	ˈvɒləntri
experience	ɪkˈspɪəriəns	ɪkˈspɪəriəns
leave	liːv	liːv
key	kiː	kiː
daughter	ˈdɔːtə(r)	ˈdɔːtə(r)
lose	luːz	luːz
pick	pɪk	pɪk
host	həʊst	həʊst
title	ˈtaɪtl	ˈtaɪtl
ago	əˈɡəʊ	əˈɡəʊ
crowded	ˈkraʊdɪd	ˈkraʊdɪd
meaningful	ˈmiːnɪŋfəl	ˈmiːnɪŋfəl
town	taʊn	taʊn
offer	ˈɒfər	ˈɒfə(r)
chat	tʃæt	tʃæt
kid	kɪd	kɪd
own	əʊn	əʊn
mine	maɪn	maɪn
both	bəʊθ	bəʊθ
cut	kʌt	kʌt
event	ɪˈvent	ɪˈvent
website	ˈwebsaɪt	ˈwebsaɪt
elder	ˈeldə(r)	ˈeldə(r)
lady	ˈleɪdi	ˈleɪdi
better	ˈbetə(r)	ˈbetə(r)
housing	ˈhaʊzɪŋ	ˈhaʊzɪŋ
transportation	ˌtrænspəˈteɪʃn	ˌtrænspəˈteɪʃn
nearby	ˈnɪrˈbai	ˈnɪəbai
public	ˈpʌblɪk	ˈpʌblɪk
space	speɪs	speɪs
item	ˈaɪtəm	ˈaɪtəm
farmer	ˈfɑːrmər	ˈfɑːmə(r)
farm	ˈfɑːrm	fɑːm
drive	draɪv	draɪv
goods	ɡʊdz	ɡʊdz
business	ˈbɪznəs	ˈbɪznəs
rule	ruːl	ruːl
traffic	ˈtræfɪk	ˈtræfɪk
respect	rɪˈspekt	rɪˈspekt
forget	fərˈɡet	fəˈɡet
board	bɔːrd	bɔːd
polite	pəˈlaɪt	pəˈlaɪt
cause	kɔːz	kɔːz
effect	ɪˈfekt	ɪˈfekt
wall	wɔːl	wɔːl
alone	əˈləʊn	əˈləʊn
people	ˈpiːpəʊl	ˈpiːpəʊl
stranger	ˈstrɛndʒə(r)	ˈstrɛndʒə(r)
delivery	dɪˈlɪvəri	dɪˈlɪvəri
accident	ˈæksɪdənt	ˈæksɪdənt
noise	nɔɪz	nɔɪz
environment	ɪnˈvɑːrənmənt	ɪnˈvɑːrənmənt
since	sɪns	sɪns
fight	faɪt	faɪt
mind	maɪnd	maɪnd
French	frentʃ	frentʃ
itself	ɪtˈself	ɪtˈself
break	breɪk	breɪk
head	hed	hed
slowly	ˈsləʊli	ˈsləʊli
speak	spiːk	spiːk
loudly	ˈlaʊdli	ˈlaʊdli
law	lɔː	lɔː
advice	ədˈvaɪs	ədˈvaɪs
attention	əˈtenʃn	əˈtenʃn
pool	puːl	puːl
mess	mɛs	mɛs
angry	ˈæŋɡri	ˈæŋɡri
loud	laʊd	laʊd
mean	miːn	miːn
behavior	bɪˈhɛrvjə(r)	bɪˈhɛrvjə(r)
subway	ˈsʌbweɪ	ˈsʌbweɪ
dollar	ˈdɒlər	ˈdɒlər
director	dɪˈrektə(r)	dɪˈrektə(r)
postman	ˈpəʊstmən	ˈpəʊstmən
builder	ˈbɪldə(r)	ˈbɪldə(r)
artist	ˈɑːtɪst	ˈɑːtɪst
guide	ɡaɪd	ɡaɪd
pilot	ˈpaɪlət	ˈpaɪlət
scientist	ˈsaɪəntɪst	ˈsaɪəntɪst
send	send	send
letter	ˈletə(r)	ˈletə(r)
paint	peɪnt	peɪnt
eraser	ɪˈreɪzə(r)	ɪˈreɪzə(r)
tool	tuːl	tuːl
actor	ˈæktə(r)	ˈæktə(r)
actress	ˈæktrəs	ˈæktrəs
produce	prəˈdjuːs	prəˈdjuːs
believe	bɪˈliːv	bɪˈliːv
sick	sɪk	sɪk
thanks	θæŋks	θæŋks
vet	vet	vet
excellent	ˈeksələnt	ˈeksələnt
dancer	ˈdɑːnsə(r)	ˈdɑːnsə(r)
lively	ˈlaɪvlɪ	ˈlaɪvlɪ
news	njuːz	njuːz
reporter	rɪˈpɔːtə(r)	rɪˈpɔːtə(r)
maybe	ˈmeɪbi	ˈmeɪbi
report	rɪˈpɔːt	rɪˈpɔːt
blind	blaɪnd	blaɪnd
patient	ˈpeɪʃnt	ˈpeɪʃnt
band	bænd	bænd
ticket	ˈtɪkɪt	ˈtɪkɪt
crazy	ˈkreɪzɪ	ˈkreɪzɪ
surprised	səˈpraɪzd	səˈpraɪzd
gain	ɡeɪn	ɡeɪn
argue	ˈɑːrɡjuː	ˈɑːɡjuː
luckily	ˈlʌkli	ˈlʌkli
notice	ˈnəʊtɪs	ˈnəʊtɪs
relationship	rɪˈleɪʃnʃp	rɪˈleɪʃnʃp
accept	əkˈsept	əkˈsept
anymore	ˌenɪˈmɔː(r)	ˌænɪˈmɔː(r)
review	rɪˈvjuː	rɪˈvjuː
robot	ˈrəʊbɑːt	ˈrəʊbɒt
similar	ˈsɪmələ(r)	ˈsɪmələ(r)
manage	ˈmænɪdʒ	ˈmænɪdʒ
avoid	əˈvɔɪd	əˈvɔɪd
balance	ˈbæləns	ˈbæləns
nest	nest	nest
Mount	maʊnt	maʊnt
lie	laɪ	laɪ
province	ˈprɑːvɪns	ˈprɒvɪns
east	iːst	iːst
ceremony	ˈsɜːməʊni	ˈsɜːməni
Olympics	ˈɒlɪmpɪks	ˈɒlɪmpɪks
central	ˈsɛntrəl	ˈsɛntrəl
south-east	ˌsaʊθˈiːst	ˌsaʊθˈiːst
yet	jet	jet
quite	kwaɪt	kwaɪt
already	əˈledi	əˈledi
south-west	ˌsaʊθˈwest	ˌsaʊθˈwest
length	lɛŋkθ	lɛŋkθ
round	raʊnd	raʊnd
palace	ˈpæləs	ˈpæləs
lotus	ˈlɒtəs	ˈlɒtəs
rich	rɪtʃ	rɪtʃ
culture	ˈkʌltʃə(r)	ˈkʌltʃə(r)
cultural	ˈkʌltʃərəl	ˈkʌltʃərəl
average	ˈævərɪdʒ	ˈævərɪdʒ
saying	ˈseɪɪŋ	ˈseɪɪŋ
heaven	ˈheɪvn	ˈheɪvn
above	əˈbʌv	əˈbʌv
below	bɪˈləʊ	bɪˈləʊ
landscape	ˈlændskeɪp	ˈlændskeɪp
broken	ˈbrəʊkən	ˈbrəʊkən
traveler	ˈtreɪvələ(r)	ˈtreɪvələ(r)
bicycle	ˈbaɪslaɪk	ˈbaɪslaɪk
landmark	ˈlændmɑːrk	ˈlændmɑːk
whole	həʊl	həʊl
material	məˈtɪəriəl	məˈtɪəriəl
structure	ˈstrʌktʃə(r)	ˈstrʌktʃə(r)
surely	ˈʃʊərli	ˈʃʊəli
sail	seɪl	seɪl
dining	ˈdaɪnɪŋ	ˈdaɪnɪŋ
field	fiːld	fiːld
terrace	ˈterəs	ˈterəs
pig	pɪɡ	pɪɡ
message	ˈmesɪdʒ	ˈmesɪdʒ
view	vjuː	vjuː
countryside	ˈkʌntrisaɪd	ˈkʌntrisaɪd
system	ˈsɪstəm	ˈsɪstəm
lean	liːn	liːn
fix	fɪks	fɪks
base	beɪs	beɪs
firm	fɜːm	fɜːm
beach	biːtʃ	biːtʃ
hostess	ˈhɒstəs	ˈhɒstəs
expect	ɪkˈspekt	ɪkˈspekt
warn	wɔːrn	wɔːn
forward	ˈfɔːrwəd	ˈfɔːwəd
Indian	ˈɪndiən	ˈɪndiən
enemy	ˈenəmi	ˈenəmi
stone	stəʊn	stəʊn
soldier	ˈsəʊldʒə(r)	ˈsəʊldʒə(r)
quickly	ˈkwɪkli	ˈkwɪkli
watchtower	ˈwɔːtˌfəʊər	ˈwɒtˌfəʊə(r)
wisdom	ˈwɪzdəm	ˈwɪzdəm
trade	treɪd	treɪd
route	raʊt	ruːt
nation	ˈneɪʃn	ˈneɪʃn
site	saɪt	saɪt
emperor	ˈempərə(r)	ˈempərə(r)
wife	waɪf	waɪf
wives	waɪvz	waɪvz
empress	ˈemprəs	ˈemprəs
visitor	ˈvɪzɪtə(r)	ˈvɪzɪtə(r)
tea	tiː	tiː
government	ˈɡʌvənmənt	ˈɡʌvənmənt
protection	prəˈtekʃn	prəˈtekʃn
Roman	ˈrəʊmən	ˈrəʊmən
finish	ˈfɪnɪʃ	ˈfɪnɪʃ
thick	θɪk	θɪk
flat	flæt	flæt
natural	ˈnætʃrəl	ˈnætʃrəl
beyond	bɪˈjɑːnd	bɪˈpɒnd
universe	ˈjuːnɪvɜːs	ˈjuːnɪvɜːs
rocket	ˈrɑːkɪt	ˈrɒkɪt
satellite	ˈsætɪleɪt	ˈsætɪleɪt
object	ˈɑːbɪdʒɪkt	ˈɒbɪdʒɪkt
solar	ˈsəʊlər	ˈsəʊlər
warmth	wɔːrmθ	wɔːmθ
man-made	ˌmænˈmeɪd	ˌmænˈmeɪd
surface	ˈsɜːrfɪs	ˈsɜːfs
degree	dɪˈɡriː	dɪˈɡriː
Celsius	ˈselsiəs	ˈselsiəs
electricity	ɪˈlektrɪsi	ɪˈlektrɪsi
heat	heɪt	heɪt
spoon	spuːn	spuːn
telescope	ˈtelɪskəʊp	ˈtelɪskəʊp
appear	əˈpɪə(r)	əˈpɪə(r)
ha	hɑː	hɑː
daytime	ˈdeɪtaɪm	ˈdeɪtaɪm
diameter	daɪˈæmɪtə(r)	daɪˈæmɪtə(r)
asteroid	ˈæstərɔɪd	ˈæstərɔɪd
belt	belt	belt
separate	ˈsepəreɪt	ˈsepəreɪt
inner	ˈɪnə(r)	ˈɪnə(r)
outer	ˈaʊtə(r)	ˈaʊtə(r)
Mercury	ˈmɜːrkəri	ˈmɜːkjəri
Venus	ˈviːnəs	ˈviːnəs
Mars	mɑːrz	mɑːz
include	ɪnˈkʌljuːd	ɪnˈkʌljuːd
Jupiter	ˈdʒuːpɪtə(r)	ˈdʒuːpɪtə(r)
Saturn	ˈsætəsn	ˈsætəsn
Uranus	ˈjʊərəʊnəs	ˈjʊərəʊnəs
Neptune	ˈneɪptjuːn	ˈneɪptjuːn
rock	rɑːk	rɒk
gas	ɡæs	ɡæs
inside	ɪnˈsaɪd	ɪnˈsaɪd
least	liːst	liːst
power	ˈpaʊə(r)	ˈpaʊə(r)
mainly	ˈmeɪnli	ˈmeɪnli
nor	nɔː(r)	nɔː(r)
distance	ˈdɪs təns	ˈdɪs təns
minus	ˈmaɪnəs	ˈmaɪnəs
survive	sərˈvaɪv	səˈvaɪv
alive	əˈlaɪv	əˈlaɪv
responsibility	rɪˈspɒnsəblɪtɪ	rɪˈspɒnsəblɪtɪ
related	rɪˈleɪtɪd	rɪˈleɪtɪd
exploration	ɪkˈsplɔːrɪʃn	ɪkˈsplɔːrɪʃn
development	dɪˈveləpmənt	dɪˈveləpmənt
industry	ˈɪndʌstri	ˈɪndʌstri
fill	fɪl	fɪl
due	duː	djuː
death	dɛθ	dɛθ
valley	ˈvæli	ˈvæli
rainfall	ˈraɪnfl	ˈraɪnfl
low	ləʊ	ləʊ
rise	raɪz	raɪz
although	əˈðəʊ	əˈðəʊ
common	ˈkɑːmən	ˈkɒmən
file	faɪl	faɪl
born	bɔːrn	bɔːn
publish	ˈpʌblɪʃ	ˈpʌblɪʃ
prove	pruːv	pruːv
strange	streɪndʒ	streɪndʒ
comet	ˈkɑːmet	ˈkɒmet
snowball	ˈsnəʊbɔːl	ˈsnəʊbɔːl
Pluto	ˈpluːtəʊ	ˈpluːtəʊ
freeze	friːz	friːz
being	ˈbiːɪŋ	ˈbiːɪŋ
railway	ˈreɪlweɪ	ˈreɪlweɪ
modern	ˈmɑːdn	ˈmɒdn
future	ˈfjuːtʃə(r)	ˈfjuːtʃə(r)
alarm	əˈlɑːrm	əˈlɑːm
receive	rɪˈsiːv	rɪˈsiːv
sofa	ˈsəʊfə	ˈsəʊfə
fireman	ˈfaɪərmən	ˈfaɪəmən
firemen	ˈfaɪərmən	ˈfaɪəmən
uniform	ˈjuːnɪfərm	ˈjuːnɪfəm
rush	rʌʃ	rʌʃ
dangerous	ˈdeɪndʒərəs	ˈdeɪndʒərəs
brave	breɪv	breɪv
tiny	ˈtaɪni	ˈtaɪni
pioneer	ˈpaɪənsɪə(r)	ˈpaɪənsə(r)
journey	ˈdʒɔːnɪ	ˈdʒɔːni
training	ˈtreɪnɪŋ	ˈtreɪnɪŋ
without	wɪˈtaʊt	wɪˈtaʊt
ready	ˈredi	ˈredi
nearly	ˈnɜːli	ˈnɪəli
chance	tʃæns	tʃɑːns
spaceship	ˈspeɪsʃɪp	ˈspeɪsʃɪp
succeed	səkˈsiːd	səkˈsiːd
act	ækt	ækt
especially	ɪˈspeʃəli	ɪˈspeʃəli
quality	ˈkwɑːləti	ˈkwɒləti
according	əˈkɔːrdɪŋ tu	əˈkɔːdɪŋ tu
grandpa	ˈɡrænpɑː	ˈɡrænpɑː
grandfather	ˈɡrænfɑːðə(r)	ˈɡrænfɑːðə(r)
piano	piˈænəʊ	piˈænəʊ
movie	ˈmuːvi	ˈmuːvi
illness	ˈɪlnəs	ˈɪlnəs
explorer	ɪkˈsplɔːrə(r)	ɪkˈsplɔːrə(r)
curious	ˈkjʊəriəs	ˈkjʊəriəs
secret	ˈsiːkrət	ˈsiːkrət
tomorrow	təˈmɑːrəʊ	təˈmɔːrəʊ
opinion	əˈpɪnjən	əˈpɪnjən
course	kɔːrs	kɔːs
officer	ˈɑːfɪsər	ˈɒfɪsə(r)
vote	vəʊt	vəʊt
choose	tʃuːz	tʃuːz
lawyer	ˈlɔɪə(r)	ˈlɔɪə(r)
competition	kɑːmpəˈtɪʃn	kɒmpəˈtɪʃn
encourage	ɪnˈkɔːrɪdʒ	ɪnˈkɔːrɪdʒ
proud	praʊd	praʊd
success	səkˈsɛs	səkˈsɛs
zookeeper	ˈzʊːkiːpə(r)	ˈzʊːkiːpə(r)
achieve	əˈtʃiːv	əˈtʃiːv
design	dɪˈzaɪn	dɪˈzaɪn
model	ˈmɑːdl	ˈmɒdl
scientific	ˌsaɪənˈtɪfɪk	ˌsaɪənˈtɪfɪk
knowledge	ˈnɑːlɪdʒ	ˈnɒlɪdʒ
challenge	ˈtʃælɪndʒ	ˈtʃælɪndʒ
however	ˈhaʊˈevə(r)	ˈhaʊˈevə(r)
shelf	ʃelf	ʃelf
shelves	ˈʃelvz	ˈʃelvz
reader	ˈriːdə(r)	ˈriːdə(r)
record	ˈrekərd	ˈrekɔːd
dentist	ˈdentɪst	ˈdentɪst
reason	ˈriːzn	ˈriːzn
research	riˈsɜːtʃ	rɪˈsɜːtʃ
tourist	ˈtʊərɪst	ˈtʊərist
speech	spiːtʃ	spiːtʃ
term	tɜːrm	tɜːm
waitress	ˈweɪtrəs	ˈweɪtrəs
greet	ɡriːt	ɡriːt
guest	ɡest	ɡest
smile	smɪl	smɪl
lead	liːd	liːd
boring	ˈbɔːrɪŋ	ˈbɔːrɪŋ
customer	ˈkʌstəmə(r)	ˈkʌstəmə(r)
conversation	ˌkɑːnˈvərˈseɪʃn	ˌkɒnvəˈseɪʃn
manager	ˈmænɪdʒə(r)	ˈmænɪdʒə(r)
noisy	ˈnɔɪzi	ˈnɔɪzi
simple	ˈsɪmpl	ˈsɪmpl
successful	səkˈsɛsfəl	səkˈsɛsfəl
literature	ˈlɪtrətʃər	ˈlɪtrətʃər
calligraphy	kəˈlɪɡrəfi	kəˈlɪɡrəfi
swan	swɑːn	swɒn
west	west	west
teahouse	ˈtiːhaʊs	ˈtiːhaʊs
ballet	bæˈleɪ	ˈbæleɪ
century	ˈsentʃəri	ˈsentʃəri
express	ɪkˈspres	ɪkˈspres
spirit	ˈspɪrɪt	ˈspɪrɪt
classic	ˈklæsɪk	ˈklæsɪk
novel	ˈnɑːvəl	ˈnɒvəl
oil	ɔɪl	ɔɪl
calligrapher	kəˈlɪɡrəfə(r)	kəˈlɪɡrəfə(r)
ancient	ˈeɪnʃənt	ˈeɪnʃənt
photography	fəʊˈtɑːɡrəfi	fəʊtəɡrəfi
wood	wʊd	wʊd
sand	sænd	sænd
correct	kəˈrekt	kəˈrekt
wow	wəʊ	wəʊ
pity	ˈpɪti	ˈpɪti
type	ˈtaɪp	ˈtaɪp
musical	ˈmjuːzɪkl	ˈmjuːzɪkl
instrument	ˈɪnstrəmənt	ˈɪnstrəmənt
string	strɪŋ	strɪŋ
beat	biːt	biːt
keyboard	ˈkiːbɔːrd	ˈkiːbɔːd
violin	ˈvaɪlɪn	ˈvaɪlɪn
belong	bɪˈlɔːŋ	bɪˈlɒŋ
drum	drʌm	drʌm
trumpet	ˈtrʌmpɪt	ˈtrʌmpɪt
language	ˈlæŋɡwɪdʒ	ˈlæŋɡwɪdʒ
allow	əˈləʊ	əˈləʊ
communicate	kəˈmjuːnɪkeɪt	kəˈmjuːnɪkeɪt
feeling	ˈfiːlɪŋ	ˈfiːlɪŋ
relax	rɪˈlæks	rɪˈlæks
afraid	əˈfreɪd	əˈfreɪd
medium	ˈmiːdiəm	ˈmiːdiəm
media	ˈmiːdiə	ˈmiːdiə
eye	aɪ	aɪ
pigeon	ˈpɪdʒən	ˈpɪdʒən
opera	ˈɑːprə	ˈɒprə
strict	strɪkt	strɪkt
perfect	ˈpɜːrfɪkt	ˈpɜːfɪkt
painter	ˈpeɪntə(r)	ˈpeɪntə(r)
popular	ˈpɑːpjələr	ˈpɒpjələ(r)
sentence	ˈsentəns	ˈsentəns
huge	hjuːdʒ	hjuːdʒ
gate	ɡeɪt	ɡeɪt
tower	ˈtaʊə(r)	ˈtaʊə(r)
value	ˈvæljuː	ˈvæljuː
northern	ˈnɔːrðən	ˈnɔːðən
dynasty	ˈdaɪnəsti	ˈdɪnəsti
amazing	əˈmeɪzɪŋ	əˈmeɪzɪŋ
centimetre	ˈsentɪmiːtə(r)	ˈsentɪmiːtə(r)
pull	pʊl	pʊl
shout	ʃaʊt	ʃaʊt
riverside	ˈrɪvərsaɪd	ˈrɪvəsraɪd
riverbank	ˈrɪvərbæŋk	ˈrɪvəbæŋk
mark	mɑːrk	mɑːk
explore	ɪkˈsplɔː(r)	ɪkˈsplɔː(r)
crowd	kraʊd	kraʊd
besides	bɪˈsaɪdz	bɪˈsaɪdz
nothing	ˈnʌθɪŋ	ˈnʌθɪŋ
anybody	ˈeniˌbɑːdi	ˈeniˌbɒdi
nobody	ˈnəʊbɒdi	ˈnəʊbɒdi
anything	ˈeniθɪŋ	ˈeniθɪŋ
harm	hɑːrm	hɑːm
somewhere	ˈsʌmwər	ˈsʌmweə(r)
someone	ˈsʌmwʌn	ˈsʌmwʌn
somebody	ˈsʌmbɒdi	ˈsʌmbɒdi
anywhere	ˈeniwər	ˈeniweə(r)
create	kriˈekt	kriˈekt
magical	ˈmaɪdʒɪkəl	ˈmaɪdʒɪkəl
unknown	ʌnˈnəʊn	ʌnˈnəʊn
anytime	ˈeniˌtaɪm	ˈeniˌtaɪm
magic	ˈmaɪdʒɪk	ˈmaɪdʒɪk
impossible	ɪmˈpɑːsəbl	ɪmˈpɒsəbl
concert	ˈkɑːnsət	ˈkɒnsət
sweet	swiːt	swiːt
fat	fæt	fæt
awful	ˈɔːfl	ˈɔːfl
folk	fɔːk	fɔːk
shape	ʃeɪp	ʃeɪp
character	ˈkærəktə(r)	ˈkærəktə(r)
upside	ˈʌpsaɪd	ˈʌpsaɪd
symbol	ˈsɪmbl	ˈsɪmbl
clay	kleɪ	kleɪ
immediately	ɪˈmiːdiətli	ɪˈmiːdiətli
mask	mæsk	mɑːsk
role	rəʊl	rəʊl
style	staɪl	staɪl
among	əˈmʌŋ	əˈmʌŋ
fan	fæn	fæn
pleasant	ˈpleznt	ˈpleznt
stadium	ˈstedɪəm	ˈstedɪəm
creative	ˈkriːətɪv	ˈkriːətɪv
musician	mjuːˈziːʃn	mjuːˈziːʃn
relaxed	rɪˈlæksɪd	rɪˈlæksɪd
operate	ˈɑːpəreɪt	ˈɒpəreɪt
control	kənˈtrəʊl	kənˈtrəʊl
electronic	ɪˌlekˈtrɑːnɪk	ɪˌlekˈtrɒnɪk
photographer	fəʊˈtɑːgrəfər	fəʊˈtgrəfə(r)
sportswoman	ˈspɔːtswʊmən	ˈspɔːtswʊmən
sportswomen	ˈspɔːtswɪmɪn	ˈspɔːtswɪmən
singer	ˈsɪŋə(r)	ˈsɪŋə(r)
cough	kɔːf	kɒf
fever	ˈfiːvə(r)	ˈfiːvə(r)
sore	sɔː(r)	sɔː(r)
throat	θrəʊt	θrəʊt
headache	ˈhedək	ˈhedək
toothache	ˈtuːθek	ˈtuːθek
stomachache	ˈstʌməkek	ˈstʌməkek
temperature	ˈtempərətʃər	ˈtempərətʃə(r)
medicine	ˈmedɪsn	ˈmedɪn
slim	slɪm	slɪm
diet	ˈdaɪət	ˈdaɪət
screen	skriːn	skriːn
sugar	ˈʃʊɡə(r)	ˈʃʊɡə(r)
ache	ætʃ	ætʃ
examine	ɪɡˈzeɪmɪn	ɪɡˈzeɪmɪn
hamburger	ˈhæmbɜːɡər	ˈhæmbɜːɡə(r)
chip	tʃɪp	tʃɪp
fried	friːd	friːd
pork	pɔːrk	pɔːk
pepper	ˈpepə(r)	ˈpepə(r)
iced	aɪst	aɪst
Coke	kəʊk	kəʊk
pill	pɪl	pɪl
outgoing	aʊtˈɡəʊɪŋ	aʊtˈɡəʊɪŋ
shy	ʃaɪ	ʃaɪ
snack	snæk	snæk
chocolate	ˈtʃəklət	ˈtʃɒklət
cookie	ˈkʊki	ˈkʊki
ice cream	ˌaɪs ˈkriːm	ˈaɪs kriːm
